index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
6401,"Sagar Sangeet, Apollo Bandar, Colaba, Mumbai",Ready to move,Semi Furnished,1000.0,933.0,2.0,20,1,47500000,480000.0,32.0,47500.0,2.0,2.0
2133,"Shetia link view, Tilak Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,1100.0,808.9376274,3.0,7,1,15500000,15500000.0,19.0,14090.0,2.0,2.0
7760,"Atharva Laxmi Narayan Mansion, Asara Colony, Borivali East, Mumbai",Ready to move,Unfurnished,850.0,850.0,3.0,1,1,25000000,0.0,20.0,29410.0,3.0,3.0
8105,"Tagore Road, Santacruz West, Mumbai",Ready to move,Fully Furnished,2000.0,1602.320556,1.0,10,2,85000000,85000000.0,15.0,42500.0,3.0,3.0
3010,"Silver Park, Mira Road East, Mumbai",Ready to move,Unfurnished,500.0,475.4385987,1.0,9,1,4750000,43978.13479,18.0,9500.0,1.0,2.0
238,"Standalone Tower, Dadar West, Mumbai",Ready to move,Unfurnished,1250.0,1261.406668,1.0,4,2,49900000,49900000.0,18.0,39920.0,3.0,3.0
3882,"Piramal Aranya, Byculla East, Byculla, Mumbai",Ready to move,Unfurnished,1420.0,1160.565769,1.0,2,2,68000000,680000.0,72.0,47890.0,3.0,3.0
4108,"Lodha Primero, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Semi Furnished,1650.0,1250.0,3.0,5,2,56000000,560000.0,52.0,33940.0,3.0,3.0
9221,"Agarwal Nimit Tower, Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,800.0,678.0,2.0,15,1,15000000,150000.0,23.0,18750.0,2.0,2.0
4410,"Vraj Ashirwad CHS, Gaurav Tal Patriwala Industrial Area, Dahisar East, Mumbai",Ready to move,Semi Furnished,575.0,410.0,2.0,18,0,8200000,160000.0,7.0,14260.0,1.0,1.0
1349,"MS H20, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,600.0,664.4548941,1.0,3,1,16500000,16500000.0,13.0,27500.0,1.0,2.0
9019,"Casa Blanca, Cuffe Parade, Mumbai",Ready to move,Semi Furnished,1265.0,1583.598659,1.0,40,1,67500000,67500000.0,20.0,53360.0,2.0,3.0
6863,"MPERIAL SHELTER, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,950.0,555.5515007,3.0,7,1,4300000,67154.8517,7.0,4530.0,2.0,1.0
22,"Sheth Montana, Mulund Colony, Mulund West, Mumbai",Ready to move,Unfurnished,6080.0,5700.0,5.0,1,6,75000000,0.0,48.0,12340.0,7.0,7.0
6405,"Gokul Township, Virar West, Mumbai",Ready to move,Fully Furnished,1055.0,860.0,2.0,20,2,8100000,0.0,18.19820089,7680.0,2.0,2.0
5628,"Kondivita, Andheri East, Mumbai",Ready to move,Fully Furnished,530.0,440.2751387,1.0,5,1,13000000,13000000.0,12.0,24530.0,1.0,2.0
4320,"Willy apt, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1000.0,729.0221694,1.0,20,0,22000000,22000000.0,5.0,22000.0,2.0,3.0
3060,"Sheth Vasant Sagar, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,585.0,410.0,2.0,15,0,11000000,110000.0,8.0,18800.0,1.0,1.0
7717,"Zee Heights, Vile Parle East, Mumbai",Ready to move,Unfurnished,1050.0,950.0,2.0,1,1,39900000,400000.0,12.0,38000.0,3.0,3.0
8586,"Raj khar , Khar West, Mumbai",Ready to move,Unfurnished,1300.0,1324.48151,2.0,10,1,55000000,55000000.0,12.0,42310.0,3.0,3.0
6722,"Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1050.0,823.4100724,1.0,1,0,15500000,15500000.0,15.0,14760.0,2.0,2.0
152,"Elysian, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,1869.0,1769.0,3.0,1,2,54800000,0.0,60.0,29330.0,3.0,3.0
896,"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Unfurnished,548.0,457.0,2.0,1,1,9500000,190000.0,30.0,17340.0,1.0,1.0
4857,"Teenmurty Summit, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Unfurnished,1088.0,871.0,3.0,5,1,26000000,260000.0,22.0,23900.0,3.0,3.0
3079,"Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,565.0,355.0,1.0,7,1,2800000,56000.0,7.0,4960.0,1.0,1.0
4296,"Lodha World One, Lower Parel, Mumbai",Ready to move,Semi Furnished,3500.0,2700.0,4.0,5,2,85000000,850000.0,65.0,24290.0,3.0,3.0
5729,"MAAD Shanti Nagar, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,520.0,380.0,1.0,8,2,2550000,50000.0,7.0,4900.0,1.0,1.0
2113,"United Arch, Madanpura, Mumbai",Ready to move,Fully Furnished,1237.0,750.0,2.0,17,1,37500000,380000.0,16.0,30320.0,2.0,2.0
8732,"JP Decks, Dindoshi, Malad East, Mumbai",Ready to move,Unfurnished,2120.0,1700.0,3.0,10,1,43400000,9037736.71,39.0,20500.0,3.0,3.0
8019,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1500.0,1049.0,3.0,1,2,29500000,300000.0,60.0,19670.0,3.0,3.0
3189,"Arkade Art, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,705.0,450.0,2.0,7,1,6550000,61000.0,14.0,9290.0,1.0,1.0
3527,"Bandra West, Mumbai",Ready to move,Unfurnished,5000.0,5844.559292,3.0,5,3,450000000,450000000.0,17.0,90000.0,4.0,4.0
3398,"Meera Tower, Anand Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1655.0,1192.0,4.0,25,1,36900000,370000.0,17.0,22300.0,4.0,4.0
5348,"Vision Heights, Khan Estate, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,652.0,522.0,2.0,1,1,12500000,130000.0,24.0,19170.0,1.0,1.0
7677,"Lodha Trump Tower, BDD Chawls Worli, Worli, Mumbai",Ready to move,Semi Furnished,2100.0,1627.391522,1.0,2,2,85000000,85000000.0,75.0,40480.0,3.0,3.0
3205,"Near inorbit mall malad west, Malvani, Malad West, Mumbai",Ready to move,Unfurnished,630.0,439.9932538,1.985109462,30,1,10500000,10500000.0,6.0,16670.0,1.0,1.000000013
6862,"Chheda Heights, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,900.0,625.0,2.0,25,1,15500000,150000.0,14.0,17220.0,2.0,2.0
8729,"Hubtown Harmony, Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,600.0,600.0,3.0,1,1,21000000,210000.0,12.0,35000.0,3.0,3.0
1893,"Parle Colony, Vile Parle East, Mumbai",Ready to move,Unfurnished,581.0,463.9476884,1.0,2,1,13100000,13100000.0,11.0,22550.0,1.0,2.0
7012,"Prathmesh Heritage, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1030.0,634.68174,2.0,12,1,12100000,127474.5811,16.0,11750.0,2.0,2.0
7438,"Runwal Bliss Wing C, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1428.0,985.0,3.0,8,1,28000000,13184896.41,50.0,19610.0,3.0,3.0
6449,"Romell Grandeur, Churi Wadi, Goregaon East, Mumbai",Ready to move,Unfurnished,880.0,720.0,2.0,5,1,21500000,210000.0,20.0,24430.0,2.0,2.0
3438,"Rustomjee Elements, D.N.Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,4000.0,3500.0,6.0,1,3,230000000,2300000.0,15.0,57500.0,4.0,4.0
1073,"Oberoi Sky City Tower E, Magathane, Borivali East, Mumbai",Ready to move,Semi Furnished,1350.0,1073.0,3.0,1,2,52000000,2564549.687,61.0,38520.0,3.0,3.0
8942,"Raj Florenza, Vijay Park, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,450.0,2.0,6,0,7200000,82231.63706,18.0,10290.0,1.0,1.0
8476,"Parel, Mumbai",Ready to move,Fully Furnished,960.0,806.1751377,1.0,30,1,33000000,33000000.0,19.0,34380.0,3.0,3.0
1026,"Kalpataru Habitat, Parel, Mumbai",Ready to move,Fully Furnished,1000.0,1000.0,2.0,2,2,52100000,520000.0,65.0,52100.0,2.0,2.0
1742,"Vinay Unique Sun Heights, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,675.0,475.0,2.0,1,1,2850000,57000.0,15.0,4220.0,1.0,1.0
2096,"Runwal Greens, Jaydev Singh Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1245.0,1095.0,3.0,4,2,32000000,320000.0,36.0,25700.0,3.0,3.0
7430,"Gaurav Garden Complex, Bander Pakhadi, Kandivali West, Mumbai",Ready to move,Fully Furnished,1852.0,967.3723083,1.0,20,1,32400000,32400000.0,13.0,17490.0,3.0,3.0
6640,"Aims Sea View, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,1050.0,820.0,2.0,15,2,9000000,200000.0,10.0,8570.0,2.0,2.0
1164,"Anmol Eleganzia Royale, Suresh Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1000.0,800.0,2.0,3,2,25000000,251091.5335,12.0,25000.0,2.0,2.0
7350,"Sumit Sun Sumit, Chikuwadi, Borivali West, Mumbai",Ready to move,Semi Furnished,930.0,775.0,3.0,8,1,26000000,260000.0,16.0,27960.0,3.0,3.0
4620,"best project, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,820.0,941.6116913,1.0,3,1,25500000,25500000.0,22.0,31100.0,2.0,2.0
432,"Gee Cee Proximus, Rajiv Gandhi Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1600.0,1450.0,2.0,1,2,50000000,43021778.31,12.0,31250.0,4.0,4.0
3261,"Sheth Silver Birch, Vidya Vihar, Mulund West, Mumbai",Ready to move,Fully Furnished,2500.0,1850.0,4.0,9,3,61500000,620000.0,7.0,24600.0,4.0,4.0
3563,"Mayfair Kum Kum, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,2400.0,1149.868185,3.0,5,3,69000000,69000000.0,12.0,28750.0,4.0,5.0
6077,"Nahar Tulipia and Tilia Apartment, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1040.0,760.0,2.0,10,1,25000000,250000.0,22.0,24040.0,2.0,2.0
90,"Kukreja Chembur Heights II, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,1213.0,1011.0,3.0,2,1,34000000,340000.0,14.0,28030.0,3.0,3.0
1671,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,650.0,430.0,2.0,1,1,13000000,130000.0,23.0,20000.0,1.0,1.0
2310,"Trident Ozone Platinum Heights, Battipada, Bhandup West, Mumbai",Ready to move,Unfurnished,500.0,480.0,2.0,2,2,12000000,120000.0,20.0,24000.0,2.0,2.0
2938,"Sri Garden Avenue K, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,690.0,380.0,2.0,5,1,3500000,70000.0,14.0,5070.0,1.0,1.0
6416,"Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,1090.0,835.0,2.0,10,1,12000000,0.0,12.0,11010.0,2.0,2.0
7340,"Om Mahavir, Mamletdar Wadi, Malad West, Mumbai",Ready to move,Semi Furnished,900.0,689.9468963,1.0,20,1,22500000,22500000.0,7.0,25000.0,3.0,3.0
2084,"Piramal Revanta, Asha Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1560.0,1293.0,2.0,1,2,45000000,450000.0,39.0,28850.0,3.0,3.0
6822,"Om Sai Charan Residency, Mira Road East, Mumbai",Ready to move,Semi Furnished,850.0,734.8341539,2.0,12,1,8700000,98246.64152,7.0,10230.0,2.0,2.0
2046,"Unicorn Unicorn Global Arena, Naigaon East, Mumbai",Ready to move,Unfurnished,500.0,377.2727679,3.0,4,1,2450000,39999.82222,14.0,4900.0,1.0,1.0
8179,"Matanpur Nagar, Malad East, Mumbai",Ready to move,Semi Furnished,1680.0,1228.34699,1.0,8,2,40000000,40000000.0,9.0,23810.0,3.0,3.0
2723,"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,535.0,400.0,2.0,10,0,9500000,95000.0,7.0,17760.0,1.0,1.0
8195,"Hiranandani Gardens Octavius, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1350.0,1050.0,2.0,10,2,42500000,430000.0,36.0,31480.0,3.0,3.0
6358,"Lodha Aqua, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,743.0,700.0,2.0,7,1,13000000,9620054.99,15.0,17500.0,2.0,2.0
8167,"Lodha Primo, Parel, Mumbai",Ready to move,Semi Furnished,1312.0,1305.19712,1.0,5,2,56500000,56500000.0,43.0,43060.0,3.0,3.0
4907,"Mahavir KD Hermitage B No 2, Queen's Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,710.0,450.0,2.0,2,1,6166000,0.0,12.0,8680.0,1.0,1.0
5898,"Lodha Estrella, Sion East, Sion, Mumbai",Ready to move,Unfurnished,955.0,950.0,2.0,2,2,28000000,280000.0,38.0,29320.0,2.0,2.0
2209,"Symphony, Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,600.0,450.0,2.0,15,1,11000000,110000.0,16.0,18330.0,1.0,1.0
5368,"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,650.0,440.0,2.0,25,1,11500000,110000.0,9.0,17690.0,1.0,1.0
6641,"Kanakia Kanakia Sevens, Marol, Andheri East, Mumbai",Ready to move,Unfurnished,1050.0,840.0,2.0,5,1,19500000,190000.0,19.0,18570.0,2.0,2.0
5946,"Shree Guru Ashish, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1100.0,764.0,2.0,1,1,25500000,250000.0,13.0,23180.0,2.0,2.0
5694,"Tilak indrayani, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,525.0,430.000571,1.0,4,0,11000000,11000000.0,15.0,20950.0,1.0,2.0
4858,"Amal Aspen Garden, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,980.0,768.0,2.0,4,1,22000000,220000.0,18.0,22450.0,2.0,2.0
1908,"Vaibhavlaxmi Crown 83, Tagore Nagar, Vikhroli East, Mumbai",Ready to move,Unfurnished,450.0,442.198706,1.0,1,0,8300000,42612.26443,23.0,18440.0,1.0,2.0
6456,"Shivom Press Encalve, Asara Colony, Borivali East, Mumbai",Ready to move,Unfurnished,760.0,557.112225,1.0,1,1,17500000,17500000.0,22.0,23030.0,2.0,2.0
3827,"Sona Asteria Heights, Prabhadevi, Mumbai",Ready to move,Semi Furnished,1150.0,958.0,2.0,5,1,40000000,390000.0,22.0,34780.0,2.0,2.0
5012,"Yash Orion, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Semi Furnished,1200.0,840.0,2.0,5,1,24000000,200000.0,19.0,20000.0,2.0,2.0
6243,"Godrej Tranquil, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,1100.0,707.0,2.0,1,1,17500000,180000.0,23.0,15910.0,2.0,2.0
1677,"I c colony, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,500.0,400.00231,1.0,1,1,12500000,12500000.0,9.0,25000.0,1.0,2.0
8991,"Runwal Forest tower 4 Kanjurmarg Powai Mumbai, Kanjurmarg West, Mumbai",Ready to move,Unfurnished,910.0,714.8807149,1.0,5,2,20000000,20000000.0,58.0,21980.0,2.0,2.0
8314,"Bholenath Chembur Castle, Postal Colony, Chembur, Mumbai",Ready to move,Unfurnished,1320.0,1030.0,2.0,5,1,35000000,300000.0,15.0,26520.0,3.0,3.0
5719,"Kaivalya Sai Abhyuday Complex, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,560.0,380.0,1.0,8,1,2800000,54060.12053,7.0,5000.0,1.0,1.0
5764,"Sai Sunrise Apartment, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,490.0,370.0,1.0,10,1,2850000,58000.0,7.0,5820.0,1.0,1.0
6214,"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,785.0,619.708512,1.0,5,1,17000000,17000000.0,13.0,21660.0,2.0,2.0
80,"Sunteck West World, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,392.0,1.0,1,1,3347000,25440.9394,22.0,5490.0,1.0,1.0
2696,"Leena Bhairav Residency, Gaurav City, Mira Road East, Mumbai",Ready to move,Semi Furnished,650.0,450.0,2.0,10,1,8500000,84979.46217,21.0,13080.0,1.0,1.0
1714,"KM Narmada Mohan Apartment, Naigaon East, Mumbai",Ready to move,Unfurnished,580.0,450.0,1.0,2,1,2850000,0.0,14.0,4910.0,1.0,1.0
8589,"Aditi Arc Nest, Pali Hill, Bandra West, Mumbai",Ready to move,Fully Furnished,1500.0,1200.0,3.0,10,2,57500000,580000.0,8.0,38330.0,3.0,3.0
5232,"ROMELL, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,1250.0,917.824654,3.0,10,1,22500000,22500000.0,18.0,18000.0,3.0,3.0
1196,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,395.0,1.0,1,1,3330000,4767.461142,22.0,5460.0,1.0,1.0
4463,"Kapil Bayview, Thakkar Estate, Byculla, Mumbai",Ready to move,Unfurnished,950.0,600.0,2.0,5,1,25000000,250000.0,23.0,26320.0,2.0,2.0
8862,"Gemstar Sonata, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,625.0,453.1771972,1.0,15,1,9000000,90000.0,23.0,14400.0,1.0,2.0
3864,"Om Mahavir, Mamletdar Wadi, Malad West, Mumbai",Ready to move,Semi Furnished,900.0,689.9468963,1.0,20,1,22500000,22500000.0,7.0,25000.0,3.0,3.0
8259,"Park Road, Vile Parle East, Mumbai",Ready to move,Fully Furnished,2430.0,1699.739181,1.0,10,2,85000000,85000000.0,7.0,34980.0,4.0,4.0
8852,"Aniruddha CHS Charkop, Sector 2 Charkop, Kandivali West, Mumbai",Ready to move,Unfurnished,1350.0,881.7896833,1.0,30,1,23000000,23000000.0,6.0,17040.0,3.0,3.0
8317,"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2190.0,1367.0,4.0,5,2,72400000,730000.0,52.0,33060.0,3.0,3.0
4557,"Sanghvi Aaditya Elegance, Mahalaxmi Sindhi Colony, Matunga West, Mumbai",Ready to move,Semi Furnished,1470.0,1050.0,3.0,5,3,57500000,580000.0,14.0,39120.0,3.0,3.0
9047,"Philomena Apartments, Juhu Tara, Juhu, Mumbai",Ready to move,Unfurnished,1580.0,1375.608156,3.0,20,2,66600000,66600000.0,6.0,42150.0,3.0,3.0
3210,"Hiranandani Developers Evita, Hiranandani Gardens, Powai, Mumbai",Ready to move,Fully Furnished,4500.0,3300.0,5.0,10,3,190000000,1900000.0,29.0,42220.0,5.0,5.0
1530,"Shiv Shakti Builders Tower 28, Dhobi Ghat, Malad East, Mumbai",Ready to move,Fully Furnished,550.0,445.0,2.0,1,1,11800000,120000.0,25.0,21450.0,1.0,1.0
3747,"Juhu Tara, Juhu, Mumbai",Ready to move,Fully Furnished,2800.0,1883.473786,2.028430579,5,3,113700000,113700000.0,12.0,40590.0,4.0,4.0
373,"Shapoorji Pallonji Vicinia, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1350.0,1068.0,3.0,1,2,36500000,360000.0,21.0,27040.0,3.0,3.0
7564,"Oberoi Woods, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1250.0,1605.446463,1.0,10,1,41000000,41000000.0,35.0,32800.0,3.0,2.0
1405,"Gurukrupa Jayantam, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Fully Furnished,502.0,437.0,2.0,1,0,11500000,7930135.682,16.0,22910.0,1.0,1.0
8567,"Evershine Greens Andheri West oshiwara METRO station, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1350.0,955.5452801,1.0,17,1,33500000,33500000.0,13.0,24810.0,3.0,3.0
8613,"Juhu Vile Parle Development Scheme, Juhu, Mumbai",Ready to move,Semi Furnished,1500.0,1366.95325,1.0,20,1,70000000,70000000.0,7.0,46670.0,3.0,3.0
8671,"Sheth Vasant Galaxy, Laxmi Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1440.0,1100.004418,1.0,10,2,35000000,361206.2076,8.0,24300.0,3.0,3.0
537,"Runwal Forest Tower 1 To 4, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,1050.0,661.0,2.0,4,2,17200000,170000.0,38.0,16380.0,2.0,2.0
472,"Mayfair The View, HMPL Surya Nagar, Vikhroli West, Mumbai",Ready to move,Fully Furnished,730.0,629.0,1.0,1,1,17500000,180000.0,34.0,23970.0,2.0,2.0
5034,"Hiranandani Gardens Odyssey I, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2750.0,2400.0,4.0,15,3,97500000,980000.0,27.0,35450.0,4.0,4.0
1962,"Suredwell Maple Avenue, Orbhat, Vasai West, Mumbai",Ready to move,Unfurnished,675.0,500.0,2.0,2,1,5500000,54486.2703,9.0,8150.0,1.0,1.0
260,"Gold Plaza Rudra Heights, Krishna Nagar, Parel, Mumbai",Ready to move,Fully Furnished,500.0,316.0,1.0,3,1,16000000,13970483.17,22.0,32000.0,1.0,1.0
5047,"Sunshine Samriddhi, Jaydev Singh Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1350.0,890.0,3.0,8,2,25000000,230000.0,24.0,18520.0,3.0,3.0
6345,"Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,930.0,710.0,2.0,15,1,15000000,150000.0,17.0,16130.0,2.0,2.0
2075,"ic colony, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,550.0,418.6674831,1.0,20,1,9600000,95999.99382,6.0,17450.0,1.0,1.0
356,"Mayfair The View, HMPL Surya Nagar, Vikhroli West, Mumbai",Ready to move,Semi Furnished,750.0,629.0,1.0,1,1,15500000,160000.0,34.0,20670.0,2.0,2.0
8797,"Orchid CHS, Eksar, Borivali West, Mumbai",Ready to move,Fully Furnished,699.0,475.0,2.0,5,1,13000000,3475530.23,7.0,18600.0,1.0,1.0
7816,"Lokhandwala Whispering Palms Exclusive, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1655.0,1100.0,3.0,15,1,34500000,350000.0,21.0,20840.0,3.0,3.0
4006,"Laxmi Avenue D Phase III 2, Agashi, Virar West, Mumbai",Ready to move,Semi Furnished,870.0,510.0,1.0,5,1,3800000,64999.0,7.0,4370.0,2.0,2.0
7632,"Gorai 2, Borivali West, Mumbai",Ready to move,Semi Furnished,1200.0,790.0,3.0,25,0,12000000,120000.0,34.48111723,10000.0,3.0,3.0
1408,"Shetia sea view , Motilal Nagar II, Goregaon West, Mumbai",Ready to move,Unfurnished,650.0,452.2208447,1.0,3,0,9700000,107100.1729,7.0,14920.0,1.0,2.0
101,"on a call, Matunga East, Mumbai",Ready to move,Unfurnished,1200.0,1321.558642,2.0,1,1,51000000,51000000.0,20.0,42500.0,3.0,2.0
8832,"Millionare Classic 99, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,700.0,550.0,1.0,7,2,2400000,48000.0,7.0,3430.0,1.0,1.0
69,"Tridhaatu Morya, Deonar Village, Govandi, Mumbai",Ready to move,Unfurnished,1230.0,724.0,2.0,1,1,23500000,240000.0,19.0,19110.0,2.0,2.0
1314,"Vaibhav Queens Park, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1050.0,951.0,2.0,1,2,25600000,0.0,16.0,24380.0,3.0,3.0
1798,"ALF Fortune Vue 2 3, Dagdi Chowl, Agripada, Mumbai",Ready to move,Unfurnished,937.0,568.0,2.0,1,1,19900000,190000.0,24.0,21240.0,1.0,1.0
7948,"Lodha Grandeur Prabhadevi, Kamgar Nagar, Prabhadevi, Mumbai",Ready to move,Semi Furnished,1055.0,895.2264494,1.0,12,2,50000000,50000000.0,25.0,47390.0,3.0,3.0
212,"Oberoi sky city Borivali East, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,1515.0,981.4736476,1.0,1,2,46800000,46800000.0,62.0,30890.0,3.0,3.0
4153,"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Ready to move,Fully Furnished,910.0,842.3170368,1.0,8,1,26000000,26000000.0,8.0,28570.0,2.0,2.0
4166,"Raj Pranik Garden, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Semi Furnished,920.0,750.0,2.0,15,1,26000000,260000.0,13.0,28260.0,2.0,2.0
4655,"Lodha Splendora Platino E To G Vivant A To D, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,552.0,552.0,2.0,7,1,7500000,0.0,38.0,13590.0,2.0,2.0
6411,"Anand Park, Dahisar West, Mumbai",Ready to move,Semi Furnished,621.0,621.0,2.0,15,0,13500000,0.0,7.0,21740.0,2.0,2.0
822,"Godrej The Trees Origins, Pirojshanagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,2500.0,1800.0,4.0,1,4,100000000,0.0,16.0,40000.0,4.0,4.0
8450,"Nahar 8 Towers, Panchkutir Ganesh Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1470.0,995.0,2.0,8,1,31900000,320000.0,22.0,21700.0,3.0,3.0
2932,"Agarwal Solitaire, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,650.0,425.0,2.0,5,1,3200000,62000.0,12.0,4920.0,1.0,1.0
8278,"Runwaal  green mulund  west , P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,1700.0,1228.351367,3.0,8,2,40000000,40000000.0,38.0,23530.0,4.0,5.0
2727,"MAAD Nakoda Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,545.0,381.0,1.0,10,1,2700000,1876.680237,7.0,4950.0,1.0,1.0
4173,"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,700.0,425.0,2.0,2,1,9900000,99000.0,21.0,14140.0,1.0,1.0
9188,"Ajmera Zeon, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,1315.0,924.0,2.0,5,1,29500000,300000.0,40.0,22430.0,2.0,2.0
1384,"Hiranandani Regent Hill C D And E Wing, Ramabai Ambedkar Nagar, Powai, Mumbai",Ready to move,Semi Furnished,600.0,380.0,1.0,2,1,16000000,160000.0,23.0,26670.0,1.0,1.0
1536,"Amey Apartment, Industrial Area, Andheri West, Mumbai",Ready to move,Unfurnished,610.0,438.1738122,1.0,3,1,8300000,57211.22221,7.0,13610.0,1.0,1.0
9322,"Willingdon, Santacruz West, Mumbai",Ready to move,Semi Furnished,1525.0,1226.55014,1.0,5,1,50000000,50000000.0,7.0,32790.0,3.0,3.0
3466,"Indiabulls Blu Tower B, BDD Chawls Worli, Worli, Mumbai",Ready to move,Semi Furnished,2290.0,2190.0,4.0,5,3,175000000,1750000.0,56.0,76420.0,4.0,4.0
4311,"Lodha Fiorenza, Cama Industrial Estate, Goregaon East, Mumbai",Ready to move,Semi Furnished,1298.0,1082.0,4.0,7,1,42500000,36608218.58,46.0,32740.0,3.0,3.0
1721,"Neha Heena Presidency, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,700.0,467.0,2.0,3,1,5700000,0.0,21.0,8140.0,1.0,1.0
